"","person","message","debate","date"
"433","ROMNEY","Exactly. Exactly right.  Let me turn to Congresswoman Bachmann and just -- just as you, Congresswoman. As -- as we've spoken this evening, we're all concerned about getting Americans back to work. And you've laid out some pretty bold ideas with regards to taxation and cutting back the scale of the federal government. And there's no question that's a very important element of getting people back to work.  And I'd like to ask you to expand on your other ideas. What do you do to help the American people get back to work, be able to make ends meet? You've got families that are sitting around the kitchen table wondering how they're going to make -- make it to the end of the month. You've got -- you've got young people coming out of college, maybe not here at Dartmouth, but a lot of colleges across the country wondering where they can get a job.  What -- what would you do -- beyond the tax policies you describe -- to get people back to work? ","2012RHanoverNH",2011-10-11
"437","BACHMANN","Well, I do understand that. I'm -- I'm a mother of 28 kids, 22 foster kids, 5 biological kids. I get how difficult it is for young people right now to get jobs right out of college. It's very, very tough.  And the solutions that I'm offering in my plan, which if I can give a commercial, are at michelebachmann.com. The solutions that I'm offering aren't just a silver bullet. It's not just the tax code. It's also dealing with the regulatory burden, because businesses -- my husband and I started our own successful business. I'm 55. I spent my whole life in the private sector. I get job creation, too. And the business world is looking at 1.8 trillion every year in compliance costs with government regulations.  That has to go. So I want to get rid of that, it's the mother of all repeal bills. But the number one reason that employer say that they are not hiring today is ""Obama-care."" And I was the leading critic for President Obama in Washington, D.C., against ""Obama-care."" That is why I was the first member of Congress to introduce that bill to repeal ""Obama-care."" I understand that is what is inhibiting job creation and job growth.  We have to repeal that. I also introduced and I fought on Barney Frank's committee against Dodd-Frank, which is the ""housing and jobs destruction act."" That's why I was the chief author of that bill as well. There is much more to my solutions, go to michelebachmann.com and you can find out. ","2012RHanoverNH",2011-10-11
"439","ROSE","Ask now?  [crosstalk] ","2012RHanoverNH",2011-10-11
"441","SANTORUM","We are in the ""live free or die!"" state, and I oppose the single biggest government intrusion into the private sector, the Wall Street bailout, the TARP program. I opposed it because it violated the principles of our Constitution, the spirit of our Constitution, and because the experience I had that if you open up the door of government involvement in the private sector, some president will and in fact did drive a truck through it and explode the size of the federal government and constrict our freedom.  The interesting thing here is, is the four people on this panel that actually supported TARP at the time of its passage are the people who say that they are the anti-Washington candidates, that they are the business candidates. And they are the four on this program that supported the Washington bailout, giving Washington, naively, I would say, tools to constrict our freedom. And since... ","2012RHanoverNH",2011-10-11
"442","TUMULTY","So do you have a question for one of them? ","2012RHanoverNH",2011-10-11
"443","SANTORUM","My question is -- you prompted it perfectly, because here is my question. My question is, since I think Herman Cain is giving naively a tool in his 999 plan of giving Washington a huge new tax burden -- tax opportunity to get money through a sales tax, can we trust you that with your lack of experience that you won't continually give Washington the ability to take freedom away from freedom-loving people here in the ""live free or die!"" state? ","2012RHanoverNH",2011-10-11
"444","CAIN","There are three deterrents to the... ","2012RHanoverNH",2011-10-11
"445","SANTORUM","And, by the way, the four people were Governor Huntsman, Governor Perry, Herman Cain, and Governor Romney, all supported TARP. ","2012RHanoverNH",2011-10-11
"448","CAIN","There are three deterrents to this nightmare scenario you described in terms of how bad things are going to be, because we are trying to fix the real problem.  The first deterrent is that I'm going to ask the United States Congress to include a two-thirds majority vote before they can raise the 999 tax. The second deterrent, the second deterrent is the fact that because it is visible, simple, and transparent, the American people are going to be the ones to hold Congress's feet to the fire.  The third return is that I will be president and I won't sign anything that raises the 999. ","2012RHanoverNH",2011-10-11
"454","ROSE","With that, we will take a break, and come back for our final segment. Stay with us.  [applause]  [commercial break] We are back at Dartmouth in Hanover, New Hampshire, talking with the eight Republican candidates about a variety of issues.  Clearly, we come back to health care. And I want to go to Governor Perry.  Explain to me what you think the difference is about your health care ideas and Governor Romney's health care ideas, and how you see mandates and how he sees mandates and the Constitution, because not only has there been some exchange here, Governor Christie got involved today. ","2012RHanoverNH",2011-10-11
"458","PERRY","Well, certainly the issue of health care is probably one of the biggest ones that's facing us. I mean, there are a lot of Americans sitting out there today, and getting those people back to work is the most important thing that we do as a country so that they can have the opportunity to purchase health care.  And I think that is probably the biggest issue that are facing Americans. There are people sitting out there around the kitchen table watching TV tonight who are looking for someone to lay out an idea that truly will get this country back working again. And that's why I lay out, without having any congressional impact of all, how to get our energy industry back to work, and back to work very quickly.  But in the state of Texas, from the standpoint of what we have done to make access of health care better, we passed the most sweeping tort reform in the nation in 2003. We also passed Healthy Texas, which expands the private sector insurance. And we have driven down the cost of insurance by 30 percent.  So, those are some of the ways that the states -- but the real issue for us is Medicaid and how to get the flexibility on Medicaid so that the innovators can occur in the states. I can promise you, whether it's Governor Jindal or myself or Susana Martinez over in New Mexico, that's where you will find the real innovation in health care. The way to deliver health care more efficiently, more effectively is to block-grant those dollars back to the state and keep this federal government that has this one-size-fits-all mentality from driving the thought process that we have seen destroy health care in this country today. ","2012RHanoverNH",2011-10-11
"459","TUMULTY","But, Governor Perry, Texas as ""The Washington Post"" fact-checker noted, Texas has had 16 waivers for Medicaid. So how can you say that the problem is that the federal government has not given Texas enough flexibility? ","2012RHanoverNH",2011-10-11
"460","PERRY","They haven't anywhere near given the states -- I think what you should see is the block-granting, not having to go to Washington, D.C., and ask them, mother, may I every time you come up with a concept or an idea. Block-granting back to the states, I'll guarantee you, the governors and their innovators in their states will come up with ways to better deliver health care more efficiently, more effectively, more cost-efficiently, and that's what this country is looking for, is a president who understands that we have these 50 laboratories of innovation, free up these states from Washington, D.C.'s one size fits all. ","2012RHanoverNH",2011-10-11
"461","ROSE","Julianna. ","2012RHanoverNH",2011-10-11
"464","GOLDMAN","Thank you, Charlie.  Mr. Cain, you disapprove of Fed Chairman Ben Bernanke, and we all know that your priority is 999. But one of the most important appointments that you're going to have to make your first year, should you be president, would be Fed chairman.  So which Federal Reserve chairman over the last 40 years do you think has been most successful and might serve as a model for that appointment? ","2012RHanoverNH",2011-10-11
"465","CAIN","Alan Greenspan. ","2012RHanoverNH",2011-10-11
"466","GOLDMAN","Why? ","2012RHanoverNH",2011-10-11
"469","CAIN","Because that's when I served on the board of the Federal Reserve in the early 1990s. And the way Alan Greenspan oversaw the Fed and the way he coordinated with all of the Federal Reserve banks, I think that it worked fine back in the early 1990s.  Now, on that same point, I have already identified two candidates -- which I cannot give their names -- to replace Mr. Bernanke, in anticipation of having that responsibility.  We must narrow the mission of the Fed first. I don't believe in ending the Fed. I believe we can fix the Fed by getting their mission refocused on monetary price stability. And I have candidates in mind that will help us do that. ","2012RHanoverNH",2011-10-11
"470","GOLDMAN","So you have two appointments waiting in the wings for -- for 2013, for -- when his term is up, 2014? ","2012RHanoverNH",2011-10-11
"471","CAIN","Yes, I have two candidates waiting in the wings... ","2012RHanoverNH",2011-10-11
"472","GOLDMAN","How about a hint? ","2012RHanoverNH",2011-10-11
"473","CAIN","... to take that job. I've got to keep them confidential. ","2012RHanoverNH",2011-10-11
"475","GOLDMAN","OK.  Congressman Paul? ","2012RHanoverNH",2011-10-11
"484","PAUL","Spoken like a true insider.  No, Alan Greenspan was a disaster.  [laughter]  [applause]  Everybody in Washington -- liberals and conservatives -- said he kept interest rates too low, too long. Of course, the solution was, lower them even more, and they think that's going to solve our problem.  But if I had to name one person that did a little bit of good, that was Paul Volcker. He at least knew how to end -- or help, you know, end the inflation.  But, of course, with my position that I don't think highly of the Federal Reserve, I think we should have sound money and we shouldn't have somebody deciding what the interest rate should be and how much money supply we should have, I mean, nobody satisfies me.  But certainly, Alan Greenspan has ushered in the biggest bubble. And what did we do? We've continued the same thing, doing the same thing. We think the inflation under Alan Greenspan was bad so we're trying to solve the problem by inflating even further. So Bernanke compounds the problem. He's inflating twice as fast as -- as Greenspan was.  But Greenspan caused so much trouble. And he used to believe in the gold standard. I think he's coming around to that. Before he retires, he'll write his -- his biography and explain why he's coming back to the gold standard. ","2012RHanoverNH",2011-10-11
"485","ROSE","I want to go from the gold standard to a small-business person who is from New Hampshire who's in the audience with us and has a question about small business, of which she has founded one. Margot Thompson? ","2012RHanoverNH",2011-10-11
"486","QUESTION","Businesses like mine have great difficulty obtaining credit. What specifically would you do to make bank lending more accessible to small businesses? ","2012RHanoverNH",2011-10-11
"487","ROSE","Direct it to... ","2012RHanoverNH",2011-10-11
"489","QUESTION","I was told to direct it to you.  [laughter] ","2012RHanoverNH",2011-10-11
"491","ROSE","Oh, oh. So, Governor Romney?  [laughter] ","2012RHanoverNH",2011-10-11
"493","ROMNEY","Give her the answer, Charlie.  [laughter] ","2012RHanoverNH",2011-10-11
"494","ROSE","I ask questions, not answer them, Governor. ","2012RHanoverNH",2011-10-11
"495","ROMNEY","Oh, oh, OK. ","2012RHanoverNH",2011-10-11
"496","ROSE","I forget to explain that. ","2012RHanoverNH",2011-10-11
"501","ROMNEY","OK. What's happened in this country under the Obama administration is that you have a president who I think is well meaning, but just over his head when it comes to the economy.  And the absolute wrong time to have the absolute wrong people put together a financial regulatory bill was right now in Barney Frank and Chris Dodd. They were the wrong guys at the wrong time, because what they did with this new bill is usher in what will be hundreds and thousands of pages of new regulations.  The big banks, the big money-center banks on Wall Street, they can deal with that. I spoke with one banker there that said they have hundreds of lawyers working on that legislation and trying to implement it.  For community banks that provide loans to businesses like yours, they can't possibly deal with a regulatory burden like that. Then you have inspectors coming in and writing down their assets and saying they're not worth as much as the bank thought they were worth, and therefore the banks are unable to lend.  Small community banks across this country are starving and struggling because of inspectors that are making their job impossible and because of regulation that's fine for the big banks, because they can deal with it. It's a killer for the small banks. And those small banks loaning to small businesses and entrepreneurs are what have typically gotten our economy out of recession. What's -- what the president has done on almost every dimension is exactly the wrong thing to get this economy going again. ","2012RHanoverNH",2011-10-11
"502","ROSE","Congresswoman Bachmann? ","2012RHanoverNH",2011-10-11
"507","BACHMANN","I'd like to add to that, because the Dodd-Frank bill is the jobs and housing destruction act. And I have spoken to -- to Iowa bankers, and they told me that they are going to see the collapse of community banks, just like Mitt said, all across the state.  I talked to a banker in Texas who owns multiple branch banks. He said he's going to lose $20 million on his bottom line this year because of all of the compliance.  So, government is putting a huge layer of regulation on banks. We will see literally thousands of banks close their doors. That will be hard for small business owners like you and like me. And so that's going to hurt real people and it will lead to job destruction.  That's why I introduced the bill to repeal Dodd-Frank, because it will hurt credit, not add to credit. And by the way, that's why we see the new $5 debit card fee that people are paying every month that they are upset about, because of Dodd-Frank. And that was insider dealing, because Senator Durbin had former staffers that came to lobby him on behalf of retailers.  This is dirty dealing. As president of the United States, I would end all of these payoffs to political donors by our legislators. That's wrong. That's got to end. ","2012RHanoverNH",2011-10-11
"508","ROSE","Here, and then go over to you. First and then there. ","2012RHanoverNH",2011-10-11
"510","CAIN","In addition to what Governor Romney said, I agree, repeal Dodd-Frank. But also, get rid of the capital gains tax. That's a big wall between people with ideas and people with money. And we know which plan gets rid of the capital gains tax.  [laughter] ","2012RHanoverNH",2011-10-11
"514","PAUL","I just want to add one quick thing. Dodd-Frank obviously is a disaster. It's estimated it's going to cost a trillion dollars.  I think one the reasons we're not getting anywhere and we're not getting anywhere in Washington, it's a partisan fight. It's a fight over power, because Sarbanes-Oxley, which was done by the Republicans, it cost a trillion dollars, too.  Let's repeal that, too. I mean, if you look at what we have done as Republicans, we have caused a lot of problems.  To say it's all in these past two years, I mean, I think that is so misleading. And that's why the American people are sick and tired of listening to the politicians. ","2012RHanoverNH",2011-10-11
"516","ROSE","All right.  I want to bring my colleagues in -- Karen. ","2012RHanoverNH",2011-10-11
"517","TUMULTY","Governor Perry, taxpayers stand to lose half a billion dollars in the collapse of Solyndra, which is a solar energy firm that was a centerpiece of the Obama green jobs initiative. Do you think there were inadequate safeguards there, or do you think this is just the risk we run when the government gets involved in subsidizing new industries and technologies? ","2012RHanoverNH",2011-10-11
"518","PERRY","Well, I don't think the federal government should be involved in that type of investment, period. If states want to choose to do that, I think that's fine for states to do that. ","2012RHanoverNH",2011-10-11
"520","TUMULTY","And you have in Texas done that with the emerging technology fund. But your own state auditor said earlier this year that that fund is neither accountable nor transparent. ""The Dallas Morning News"" reported that that fund gave $16 million to companies that are connected to your campaign contributors. And like Solyndra, some of the emerging technology funds investments have gone bust.  So how is this different in principle from the Obama administration's efforts to pick winners in the future economy? ","2012RHanoverNH",2011-10-11
"522","PERRY","Well, first off, the Texas legislature has full oversight of that committee. It has approved it for -- I think since 2003. So, every two years, the Texas legislature looks at it. It's had full oversight.  And I can promise you, the 54,600 jobs that have been created and the $14 billion-plus worth of investment that has come out of the Enterprise Fund in the state of Texas, those people that have jobs today in the state of Texas, they are absolutely happy that we have got a program like that. And 75 percent of those emerging technology fund dollars, my appointees, never made a contribution to me, period. ","2012RHanoverNH",2011-10-11
"523","TUMULTY","But you talk about oversight. The fact is, that in some instances, your appointees have overruled the regional boards that have tried to turn back some of these deals. ","2012RHanoverNH",2011-10-11
"525","PERRY","Every one of those projects had the lieutenant governor, the Speaker, and the governor's office, so there is an extraordinary amount of oversight in those programs, and we are proud of them. I mean, we feel like that those are part of the reason that Texas has led the nation in the creation of jobs.  While this country was losing 2.5 million jobs, Texas was creating one million jobs. That's the kind of leadership that America is longing for, someone that actually understands that you have to be able to give a climate where people know they can risk their capital and have a chance to have a return on that investment. ","2012RHanoverNH",2011-10-11
"528","ROSE","All right.  We have one more video I want to show. Here is.  [begin video clip]","2012RHanoverNH",2011-10-11
"530","STATES","GEORGE W. BUSH, PRESIDENT OF THE UNITED The more people who own their home, the better off America is. And we're making good progress. Our nation's 68 percent homeownership rate is the highest ever. Most people own homes now than ever before in the country's history, and that's exciting for the future of America.  [end video clip] ","2012RHanoverNH",2011-10-11
"531","ROSE","Speaker Gingrich, is the American dream of owning a home no longer a realistic dream, and is it too easy in America? ","2012RHanoverNH",2011-10-11
"535","GINGRICH","You know, there is a stream of American thought that really wishes we would decay and fall apart and that the future be bleak so the government could then it share the misery.  It was captured by Jimmy Carter in his ""malaise"" speech. It is captured every week by Barack Obama in his apologias disguised as press conferences.  [laughter]  The fact is, and the governor is exactly right, when we get back -- I mean, a lot of these folks are right about a lot of things. His energy plan, his industrial manufacturing plan, most of what he put down, a fair amount, but not totally what my good friend said there, hard money with a very limited Federal Reserve. ","2012RHanoverNH",2011-10-11
"538","BACHMANN","Repeal ""Obama-care."" Repeal ""Obama-care."" GINGRICH: What Huntsman has done -- and she's right on repealing Dodd-Frank. I am shocked that the House Republicans have not repealed Dodd-Frank. They ought to do it now. They ought to repeal Sarbanes- Oxley now.  If we get back on track, and you know this as a former ambassador, the Chinese couldn't compete with us in 100 years if we got our act together in this country and we got back to doing the right things in this country, at which point we could afford to buy houses, which would solve virtually everything else.  You have got to be able to afford it to be able buy it, and that is where things went wrong in the last decade. ","2012RHanoverNH",2011-10-11
"539","ROSE","All right. Julianna. ","2012RHanoverNH",2011-10-11
"542","GOLDMAN","Mr. Cain...  [applause]  ... you recently said, quoting you, ""don't blame Wall Street, don't blame the big banks, if you don't have a job and you are not rich, blame yourself."" So are you telling 14 million unemployed Americans that it is their fault that they don't have a job? ","2012RHanoverNH",2011-10-11
"544","CAIN","No, the question was -- that response was directed at the people that are protesting on Wall Street, not that 14 million people who are out of work for no reason of their own other than this economy is not growing, not the millions of people that are under-unemployed.  That statement was not directed at them. It was specifically directed at the people who are protesting on Wall Street. And I also said that they have basically targeted the wrong target. It should be against the failed policies of this administration, not Wall Street is where they should be protesting. ","2012RHanoverNH",2011-10-11
"546","GOLDMAN","Governor Romney, I want to ask you, because President Obama's jobs bill stalled in the Senate today, and so it may have to be broken into component parts for Congress to vote on.  If the payroll tax cut is not extended, that would mean a tax increase for all Americans. What would be the consequences of that? ","2012RHanoverNH",2011-10-11
"551","ROMNEY","No one likes to see tax increases, but look, the stimulus bills the president comes out with that are supposedly going to create jobs, we have now seen this played in the theater several times, and what we're seeing has not worked.  The American people know that when he went into office and borrowed $800 billion for a massive job stimulus program, then they did not see the jobs. Some of those green jobs we were supposed to get, that is money down the drain.  The right course for America is not to keep spending money on stimulus bills, but instead to make permanent changes to the tax code. Look, when you give -- as the president's bill does, if you give a temporary change to the payroll tax, and you say, we're going to extend this for a year or two, employers do not hire people for a year or two.  They make an investment in a person that goes over a long period of time. And so if you want to get the economy going again, you have to have people who understand how employers think, what it takes to create jobs.  And what it takes to create jobs is more than just a temporary shift in a tax stimulus, it needs instead fundamental restructuring of our economy to make that sure we are the most attractive place in the world for investment, for innovation, for growth, and for hiring. And we can do that again. ","2012RHanoverNH",2011-10-11
"552","GOLDMAN","So you would be OK with seeing the payroll tax cuts? ","2012RHanoverNH",2011-10-11
"553","ROMNEY","Look, I don't like temporary little Band-Aids, I want to fundamentally restructure America's foundation economically. ","2012RHanoverNH",2011-10-11
"554","ROSE","Before closing questions, I want not this hour-and-a-half to pass without some recognition and conversation about the question of disparity in America. ","2012RHanoverNH",2011-10-11
"556","TUMULTY","Governor Perry, over the last 30 years, the income of the wealthiest 1 percent of Americans has grown by more than 300 percent, and yet we have more people living in poverty in this country than at any time in the last 50 years.  Is this acceptable? And what would you do to close that gap? ","2012RHanoverNH",2011-10-11
"561","PERRY","The reason we have that many people living in poverty is because we have got a president of the United States who is a job- killer. That's what's wrong with this country today.  You have a president who does not understand how to create wealth. He has over-taxed, over-regulated the small-business men and women to the point where they are laying off people.  Two-and-half million Americans are out there who have lost their jobs. We have got 14 million without work. This president, I will suggest to you, is the biggest deterrent to getting this country back on track, and we have to do everything we can to replace Barack Obama in 2012.  [applause]  [crosstalk] ","2012RHanoverNH",2011-10-11
"562","ROSE","OK. But we are almost out of time. I want to give you a chance, and then we have to go the final questions. ","2012RHanoverNH",2011-10-11
"564","SANTORUM","There is more to it than that. And I agree with Rick, what he said, but the biggest problem with poverty in America, and we don't talk about here, because it's an economic discussion -- and that is the break down of the American family.  You want to look at the poverty rate among families that have two -- that have a husband and wife working in them? It's 5 percent today. A family that's headed by one person? It's 30 percent today. We need to do something, and we need to talk about economics. The home -- the word ""home"" in Greek is the basis of the word ""economy."" It is -- it is the foundation of our country. We need to have a policy that supports families, that encourages marriage... ","2012RHanoverNH",2011-10-11
"565","ROSE","All right. ","2012RHanoverNH",2011-10-11
"566","SANTORUM","... that has fathers take responsibility for their children. You can't have limited government -- you can't have a wealthy society if the family breaks down, that basic unit of society. And that needs to be included in this economic discussion. ","2012RHanoverNH",2011-10-11
"567","ROSE","All right. I've got one last question, one last question, with 30 minutes... ","2012RHanoverNH",2011-10-11
"568","PROTESTOR","[off-mike] ","2012RHanoverNH",2011-10-11
"569","ROSE","One last question... ","2012RHanoverNH",2011-10-11
"570","PROTESTOR","[off-mike] ","2012RHanoverNH",2011-10-11
"572","ROSE","All right. One last question, as we close this evening, and, each of you, 30 seconds. What is it about you that you want to connect with the American people, in their both despair and in their hope for the future that says something essentially about who you are?  And I begin with Congresswoman Bachmann. ","2012RHanoverNH",2011-10-11
"574","BACHMANN","I'm sorry, Charlie.  [crosstalk] ","2012RHanoverNH",2011-10-11
"576","SANTORUM","A little distraction.  [laughter] ","2012RHanoverNH",2011-10-11
"577","ROSE","It is about the individual. We have 30 seconds here. We've talked about issues here, but I want to talk for a moment, as a last impression, a sense of what it is about you that you want to say here and let the American people know about you and your sense of recognizing their own pain, as well as their hope? ","2012RHanoverNH",2011-10-11
"578","BACHMANN","Well, I do. I grew up in a middle-class home. We went to below... ","2012RHanoverNH",2011-10-11
"579","ROSE","Thirty seconds, too, I'm sorry. ","2012RHanoverNH",2011-10-11
"582","BACHMANN","We went to below poverty when my parents divorced. And my mother worked very hard. We all did. We all got jobs. And we were able to work our way through college. And -- and eventually my husband and I started a business.  We have broken hearts for at-risk kids, Charlie. That's why we took 23 foster children into our home. I believe the best solutions are the ones closest to home. If we reach out as individuals to help people and have broken hearts for people and care for them on a personal basis, then we don't need big government to step in and do that job. The more that we can do to love people, the better off this...  [crosstalk] ","2012RHanoverNH",2011-10-11
"583","ROSE","Herman Cain, 30 seconds? ","2012RHanoverNH",2011-10-11
"585","CAIN","I can connect with people's pain because I was po' before I was poor. My dad worked three jobs. I understand what that means. But more importantly, with my career and with my records, I understand that leaders are supposed to make sure we're working on the right problems, we're assigning the right priority.  Surround yourself with the right people, which will allow you to put together the right plans, and, yes, sometimes those plans will be bold plans, because this economy is on life support. We don't need to trim around the edges. We need a bold plan. ","2012RHanoverNH",2011-10-11
"586","ROSE","Congressman -- Speaker Gingrich? ","2012RHanoverNH",2011-10-11
"588","GINGRICH","Well, look, I grew up in an Army brat family. We moved all over the country. In recent years, I've had relatives out of work. I've had folks who are trying to find jobs for up to a year. We have, I think, a pretty good sense of the pain level.  But I also think it's important to say that, of leaders, that you find solutions. I don't think people hire one of us just to say, ""I sympathize with you."" I think they hire us to say, ""This is how we will solve it."" And I would say every person at this table is more likely to solve those problems than Barack Obama. ","2012RHanoverNH",2011-10-11
"590","ROSE","Congressman Paul?  [applause] ","2012RHanoverNH",2011-10-11
"592","PAUL","My motivation, my goal has always been to promote liberty, believing that's what made America great. If we want prosperity, if we want peace, we understand what the cause of liberty is all about, and we have to understand that a free-market system and sound money gives us the prosperity.  And it also is the humanitarian program, because once you get into the welfare state and the socialist state, it all backfires. So if you care about people, you believe in liberty, that's what made America great. That's what I want to restore. ","2012RHanoverNH",2011-10-11
"593","ROSE","Senator Santorum? ","2012RHanoverNH",2011-10-11
"596","SANTORUM","[inaudible] I grew up in a steel town. And one of the things that I realized is that, when manufacturing left, a lot of the people in the middle income of America left.  And what we -- I just read a recent study that actually income mobility from the bottom two quintiles up into the -- up into the middle income is actually greater, the mobility in Europe than it is in America today.  We need to change that. And the way you do it is by -- by creating jobs in the manufacturing sector of the economy, which is what I will do. It will create that income mobility. It'll create the opportunity for semi-skilled and lower-skilled and -- and skilled workers to rise in society. It will take those people off of occupy and bring them into the workplace, where they can -- they can family- sustaining jobs. ","2012RHanoverNH",2011-10-11
"597","ROSE","Governor Huntsman? ","2012RHanoverNH",2011-10-11
"599","HUNTSMAN","Not only have I seen and participated in the creation of a great family business, where jobs mean something, but I presided over a state that delivered the lowest level of unemployment in this country, 2.4 percent. And when I saw on the faces of people who had the dignity of a job, you knew what it meant to moms and dads and entire families.  And when Sheriff Hardy, who is here in Hillsborough, New Hampshire, when he talks about his deputies who for the first time are handing out foreclosure notices to the middle class, and they're seeing a rise in suicides, they're seeing a rise in spousal abuse, they're seeing a rise in substance abuse, it gives you a sense of what it means to have the dignity of a job. We don't have enough of them in this country. ","2012RHanoverNH",2011-10-11
"600","ROSE","Governor Perry? ","2012RHanoverNH",2011-10-11
"602","PERRY","Charlie, as the son of tenant farmers and a young man who had the opportunity to wear the uniform of my country, and then the great privilege to serve as the governor of the second-largest state in this country, I've got not only the CEO experience, but also working with the private sector to create the jobs.  And that's what people are begging for. Talking to that out-of- work rig worker out in the Gulf of Mexico today, they're begging for someone to make America America again. ","2012RHanoverNH",2011-10-11
"603","ROSE","Governor Romney? ","2012RHanoverNH",2011-10-11
"606","ROMNEY","You know, we've talked about crisis this evening, economic crisis, people out of work, incomes going down. But there's another crisis, and that's that people wonder whether their future will be brighter for the kids than it's been for them. It's always been what it means to be American, to have a greater degree of confidence in the future than even what we've enjoyed ourselves.  And what we have to do is to have leadership in this country, like the men and women at this table, who believe in America. My experience will help us get our values strong, get our economy strong, and make sure that our military is second-to-none in the world.  I'm absolutely devoted to making America the strongest nation on Earth. And if you don't want that as your objective, don't vote for me. We already have a president that doesn't make that his first -- first objective. ","2012RHanoverNH",2011-10-11
"609","ROSE","All right. I want to thank each and all of the candidates who sat at this table this evening. As I said at the beginning, I believe in tables, and I believe that places where you can come and talk about the country and its future and your beliefs in important.  Secondly, I want to thank Karen and thank Julianna for joining us. I want to thank all of you who came here this evening to hear these candidates. Thank you very much. For those at home, thank you for watching. A post-debate program will follow this. We thank you for your time. Good night.  [applause]","2012RHanoverNH",2011-10-11
